x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,x56,x57,x58,x59,x60,x61,x62,label
0.8515782356262207,0.6615225672721863,-9.089263812711579e-07,0.7785928249359131,0.6603897213935852,-0.05481058359146118,0.6914244294166565,0.6117271780967712,-0.0860651507973671,0.6165724396705627,0.5773990154266357,-0.11152472347021103,0.5477912425994873,0.5758062601089478,-0.12851759791374207,0.7273664474487305,0.4179507791996002,-0.05234954133629799,0.7730879783630371,0.4402726888656616,-0.0880974754691124,0.7846412062644958,0.5116895437240601,-0.09783017635345459,0.7763597369194031,0.5201548337936401,-0.10344121605157852,0.7839261293411255,0.38394027948379517,-0.04572164639830589,0.8375207781791687,0.4341123402118683,-0.08547168970108032,0.8289957046508789,0.5295337438583374,-0.08802156150341034,0.8067933917045593,0.5299967527389526,-0.08622334152460098,0.8418012857437134,0.3817581832408905,-0.04544695466756821,0.8878084421157837,0.43036651611328125,-0.08964745700359344,0.8729721307754517,0.521133542060852,-0.07935192435979843,0.8501768112182617,0.5291974544525146,-0.06657551229000092,0.8949589133262634,0.39620083570480347,-0.05016496405005455,0.9280652403831482,0.419131338596344,-0.07818841934204102,0.9093664884567261,0.491244375705719,-0.07205289602279663,0.8825897574424744,0.5090702176094055,-0.06354662775993347,Thumb_Left
0.8545430898666382,0.6633830070495605,-9.204513276017678e-07,0.7820119261741638,0.6616676449775696,-0.05450882017612457,0.6948705315589905,0.6100376844406128,-0.08529312163591385,0.6207720041275024,0.5735951662063599,-0.11076514422893524,0.552331805229187,0.5690963268280029,-0.1273956447839737,0.7339875102043152,0.41700178384780884,-0.047622065991163254,0.7738021016120911,0.43273767828941345,-0.08487793058156967,0.7848493456840515,0.5072721242904663,-0.09627868980169296,0.7763715386390686,0.5174166560173035,-0.10290470719337463,0.7902114987373352,0.38270944356918335,-0.04146391525864601,0.83882737159729,0.42834925651550293,-0.08254790306091309,0.8300485014915466,0.5223608613014221,-0.08666227757930756,0.8068843483924866,0.5187650918960571,-0.08565925061702728,0.8473702669143677,0.3802453875541687,-0.04225223511457443,0.8897490501403809,0.42656025290489197,-0.08697900176048279,0.8753241896629333,0.5163848996162415,-0.0772322416305542,0.8516162037849426,0.5209018588066101,-0.064804308116436,0.900499165058136,0.3938722312450409,-0.04821532964706421,0.9314188361167908,0.4177763760089874,-0.07641226798295975,0.9123265743255615,0.4883907437324524,-0.07087663561105728,0.8843793869018555,0.5028263330459595,-0.06283534318208694,Thumb_Left
0.8575957417488098,0.6575076580047607,-8.867806968737568e-07,0.7849818468093872,0.6561393737792969,-0.056282419711351395,0.6985833048820496,0.6067783832550049,-0.08866472542285919,0.6243257522583008,0.569489061832428,-0.11559925228357315,0.5565099120140076,0.5626913905143738,-0.13302338123321533,0.7365383505821228,0.4134867489337921,-0.048837896436452866,0.7723708152770996,0.4254623353481293,-0.08738455176353455,0.7844713926315308,0.5024502277374268,-0.09835924953222275,0.7771995067596436,0.5132495760917664,-0.10398545116186142,0.7929204106330872,0.38062983751296997,-0.04195121303200722,0.839441180229187,0.4220459759235382,-0.08405673503875732,0.8313394784927368,0.5180169343948364,-0.08704133331775665,0.8082246780395508,0.5113779902458191,-0.08453335613012314,0.8501250147819519,0.37895840406417847,-0.0423598475754261,0.891406774520874,0.4203125834465027,-0.08805428445339203,0.8775855898857117,0.5117673873901367,-0.07656750082969666,0.8545203804969788,0.5149016380310059,-0.062300387769937515,0.9029719829559326,0.39318767189979553,-0.04804198071360588,0.9342837333679199,0.4126853346824646,-0.07592355459928513,0.9151512384414673,0.4833197295665741,-0.0687197893857956,0.8877761363983154,0.49715346097946167,-0.05909492447972298,Thumb_Left
0.8409795761108398,0.5965127944946289,-7.846788321330678e-07,0.7688840627670288,0.5830520987510681,-0.05363602191209793,0.686474621295929,0.5309387445449829,-0.08750657737255096,0.6115480065345764,0.4898207485675812,-0.11709807813167572,0.5444141626358032,0.48257994651794434,-0.137754887342453,0.7262468934059143,0.35521256923675537,-0.0480523481965065,0.7624948620796204,0.3364601731300354,-0.08579438179731369,0.7756571769714355,0.41694408655166626,-0.09603909403085709,0.7670266628265381,0.4357483983039856,-0.10141821950674057,0.7805883288383484,0.32657328248023987,-0.0424065962433815,0.8275344967842102,0.3322111666202545,-0.08544955402612686,0.8215283751487732,0.43729808926582336,-0.0871359258890152,0.7962660789489746,0.4402717649936676,-0.08300194144248962,0.8346300721168518,0.3234694302082062,-0.04377148300409317,0.8783904314041138,0.3311937153339386,-0.08934566378593445,0.8656494617462158,0.42777201533317566,-0.07591130584478378,0.8388648629188538,0.4368852376937866,-0.060285378247499466,0.8850629329681396,0.3340708613395691,-0.04994181916117668,0.9200276136398315,0.3300733268260956,-0.0758955329656601,0.9023225903511047,0.4023541510105133,-0.06632217019796371,0.8725913763046265,0.4185931980609894,-0.05560072511434555,Thumb_Left
0.8393208980560303,0.5891157984733582,-7.817270670784637e-07,0.7693705558776855,0.5783984661102295,-0.055993422865867615,0.6873824596405029,0.5297275185585022,-0.09203283488750458,0.6118898987770081,0.4878738224506378,-0.12346245348453522,0.5440332293510437,0.47893038392066956,-0.14550362527370453,0.7243018746376038,0.353973925113678,-0.05328914150595665,0.7599740624427795,0.330493688583374,-0.09231355786323547,0.7746385335922241,0.4090724587440491,-0.10046817362308502,0.7679458856582642,0.42919686436653137,-0.10364332795143127,0.7786279916763306,0.32460543513298035,-0.04673224687576294,0.827066957950592,0.32766902446746826,-0.09200283885002136,0.8206897377967834,0.43493518233299255,-0.09184945374727249,0.7949603796005249,0.4379367530345917,-0.08564888685941696,0.8327081203460693,0.31982117891311646,-0.047336746007204056,0.8788524866104126,0.3271710276603699,-0.09529178589582443,0.8642867207527161,0.42591607570648193,-0.0806899443268776,0.8361233472824097,0.43628278374671936,-0.06368181109428406,0.883758008480072,0.32904255390167236,-0.05287405848503113,0.9199332594871521,0.3246472179889679,-0.0810447409749031,0.9012702703475952,0.39778009057044983,-0.07198753952980042,0.8701908588409424,0.4147326350212097,-0.06118334084749222,Thumb_Left
0.8489698767662048,0.5908056497573853,-7.871884122323536e-07,0.7760687470436096,0.5822914242744446,-0.053567662835121155,0.6913550496101379,0.5355636477470398,-0.08914025127887726,0.6140018701553345,0.49975675344467163,-0.12045465409755707,0.5438268780708313,0.4965285062789917,-0.1433129459619522,0.7217134237289429,0.3544277250766754,-0.054782092571258545,0.758014976978302,0.33914798498153687,-0.09232918918132782,0.7753995060920715,0.41149091720581055,-0.10029712319374084,0.7705252170562744,0.4311957359313965,-0.1036868467926979,0.7765158414840698,0.321593314409256,-0.0497949980199337,0.8273049592971802,0.33351388573646545,-0.09149585664272308,0.825016975402832,0.43902498483657837,-0.09129035472869873,0.8001717925071716,0.444570928812027,-0.08607450872659683,0.8334848880767822,0.3147583603858948,-0.05115349590778351,0.8822246789932251,0.33186233043670654,-0.09770011901855469,0.871282160282135,0.43203458189964294,-0.08407657593488693,0.8438815474510193,0.4469314515590668,-0.0681014433503151,0.8872982859611511,0.3242548704147339,-0.05709678307175636,0.9232667684555054,0.32394933700561523,-0.08511905372142792,0.9075407385826111,0.3983165919780731,-0.07560768723487854,0.8779277205467224,0.419839084148407,-0.0644126757979393,Thumb_Left
0.8586297631263733,0.5924835205078125,-8.838495659801993e-07,0.7838798761367798,0.5871885418891907,-0.05243334919214249,0.6953437924385071,0.5373135209083557,-0.08563752472400665,0.6172237992286682,0.4974339008331299,-0.11433865129947662,0.54630047082901,0.49147218465805054,-0.1342323124408722,0.7226716876029968,0.3559269905090332,-0.05430697649717331,0.762132465839386,0.34487009048461914,-0.09134813398122787,0.7786998748779297,0.4217800498008728,-0.0983886793255806,0.7714948654174805,0.43989038467407227,-0.10167539119720459,0.7772897481918335,0.31987878680229187,-0.049770697951316833,0.8305025100708008,0.3321325182914734,-0.09179065376520157,0.828527569770813,0.44196271896362305,-0.09132377058267593,0.8020082712173462,0.4493130147457123,-0.08630622923374176,0.8355001211166382,0.3110015094280243,-0.05127852410078049,0.8856689929962158,0.3236566185951233,-0.09919919073581696,0.8764185309410095,0.42924466729164124,-0.08452912420034409,0.8491756916046143,0.44638413190841675,-0.06787654757499695,0.890822172164917,0.31966862082481384,-0.0571003295481205,0.927044689655304,0.31432580947875977,-0.08660811930894852,0.9125088453292847,0.39235368371009827,-0.07681383937597275,0.8838117122650146,0.415122926235199,-0.06534422188997269,Thumb_Left
0.8598713874816895,0.5895350575447083,-8.709628218639409e-07,0.7830241322517395,0.5856694579124451,-0.05439174547791481,0.6955757141113281,0.5385794639587402,-0.08929911255836487,0.6179893016815186,0.49851393699645996,-0.11925381422042847,0.5460244417190552,0.4900952875614166,-0.1405659019947052,0.7239544987678528,0.3549935221672058,-0.05611828342080116,0.7656777501106262,0.34400853514671326,-0.09328188747167587,0.7804797887802124,0.41958746314048767,-0.10041896253824234,0.7687551975250244,0.4372180104255676,-0.10391537100076675,0.779096245765686,0.3200564682483673,-0.050881627947092056,0.8301928639411926,0.3311727046966553,-0.09371226280927658,0.8298729062080383,0.4385371506214142,-0.09435497224330902,0.8015023469924927,0.4429222345352173,-0.09008234739303589,0.8370442986488342,0.31109559535980225,-0.051661938428878784,0.8844889402389526,0.3243202269077301,-0.1004178375005722,0.8768022060394287,0.4287281930446625,-0.08673238009214401,0.8471938967704773,0.44380462169647217,-0.07068698853254318,0.8921509385108948,0.3180806040763855,-0.05678090825676918,0.9264652729034424,0.3152849078178406,-0.08748580515384674,0.9139551520347595,0.39396998286247253,-0.07831024378538132,0.8841512799263,0.41654282808303833,-0.06707826256752014,Thumb_Left
0.8769959807395935,0.5801461935043335,-7.638384431629675e-07,0.790209949016571,0.5821055173873901,-0.055874597281217575,0.6981511116027832,0.536489725112915,-0.08968803286552429,0.6187669038772583,0.4983695447444916,-0.11680013686418533,0.5483158826828003,0.49693235754966736,-0.13439710438251495,0.7121538519859314,0.3511570692062378,-0.05867910012602806,0.7524434328079224,0.33320316672325134,-0.09171616286039352,0.7743331789970398,0.41576674580574036,-0.09457328170537949,0.7588797211647034,0.43488961458206177,-0.09510741382837296,0.7684967517852783,0.3136441111564636,-0.05139487236738205,0.8125944137573242,0.3081933259963989,-0.0926109254360199,0.822730541229248,0.41477152705192566,-0.09259510785341263,0.7930931448936462,0.4221668541431427,-0.0877280980348587,0.8275807499885559,0.30024731159210205,-0.0493125319480896,0.8665156364440918,0.2914983034133911,-0.09675075858831406,0.8699552416801453,0.39540112018585205,-0.08206018805503845,0.8404018878936768,0.4123922884464264,-0.06490258872509003,0.883289635181427,0.3014025092124939,-0.0508984699845314,0.9110331535339355,0.2759324610233307,-0.0778929740190506,0.9079418182373047,0.35833799839019775,-0.06413477659225464,0.8804084658622742,0.3849157989025116,-0.04965158924460411,Thumb_Left
0.8730003833770752,0.5682021379470825,-8.443057595286518e-07,0.7902183532714844,0.5732208490371704,-0.056231822818517685,0.6994343996047974,0.5283270478248596,-0.08735818415880203,0.6212279200553894,0.4928118884563446,-0.11142919957637787,0.5502060055732727,0.48850804567337036,-0.12563049793243408,0.7114750146865845,0.351438045501709,-0.05514181777834892,0.7585176229476929,0.32825374603271484,-0.09065239876508713,0.7773613929748535,0.4129885137081146,-0.0964292511343956,0.7566954493522644,0.4302405118942261,-0.0991697907447815,0.7688130736351013,0.3129006624221802,-0.047604043036699295,0.8166817426681519,0.30184316635131836,-0.09391044825315475,0.8245849609375,0.4120142459869385,-0.09746769070625305,0.7944656610488892,0.4220494329929352,-0.09433378279209137,0.8286844491958618,0.29990553855895996,-0.04544500634074211,0.8703007102012634,0.28574758768081665,-0.09703513234853745,0.8723803162574768,0.3941214382648468,-0.08305876702070236,0.8435599207878113,0.41330552101135254,-0.06526462733745575,0.8845371007919312,0.3007909059524536,-0.046920277178287506,0.9124512672424316,0.27424541115760803,-0.07742273807525635,0.9102768301963806,0.35695314407348633,-0.06516977399587631,0.8850510120391846,0.38298091292381287,-0.05093008279800415,Thumb_Left
